price,bedrooms,longitude,link,latitude,sqft,city,date,id_proprio
4900.0,2,-122.445294,/sfc/apa/4074409532.html,37.764094,1200.0,Issy-les-Moulineaux,2022-06-09,3
2175.0,2,,/sfc/apa/4074463741.html,,,Suresnes,2022-05-14,4
2800.0,1,-122.418151,/sfc/apa/4048929775.html,37.803135,550.0,Saint-Cloud,2022-09-15,5
2970.0,1,-122.462864,/sfc/apa/4074458013.html,37.75954,631.0,Paris,2021-07-16,6
3251.0,1,,/sfc/apa/4074436194.html,,769.0,Lyon,2021-12-04,7
2374.0,,,/sfc/apa/4048266733.html,,,Annecy,2021-08-30,8
2599.0,,,/sfc/apa/4065511209.html,,,Boulogne-Billancourt,2021-05-29,9
3700.0,2,-122.439559,/sfc/apa/4076242999.html,37.744606,995.0,Aix-en-Provence,2021-11-05,10
1695.0,1,-122.43276,/sfc/apa/4076263481.html,37.80026,436.0,Bordeaux,2021-09-15,11
2800.0,1,-122.429178,/sfc/apa/4052979621.html,37.774181,,Nice,2022-01-01,12
1700.0,1,-122.468804,/sfc/apa/4052341330.html,37.784125,,Cannes,2022-01-02,13
2575.0,1,-122.410399,/sfc/apa/4060806733.html,37.789955,,Saint-Tropez,2022-06-09,14
2940.0,,-122.39305,/sfc/apa/4076202646.html,37.777138,,Versailles,2022-05-14,15
2885.0,2,,/sfc/apa/4076218574.html,,940.0,Levallois-Perret,2022-09-15,16
9000.0,3,-122.436507,/sfc/apa/4076235473.html,37.777068,2300.0,Saint-Jean-Cap-Ferrat,2021-07-16,17
3600.0,3,,/sfc/apa/4076217520.html,,,Neuilly-sur-Seine,2021-12-04,18
2600.0,2,,/sfc/apa/4037316964.html,,1250.0,Ramatuelle,2021-08-30,19
13000.0,4,-122.442126,/sfc/apa/4075046277.html,37.80485,2900.0,Saint-Mandé,2021-05-29,20
4850.0,2,-122.443062,/sfc/apa/4074994191.html,37.801041,1486.0,Vincennes,2021-11-05,1
2195.0,,-122.42486,/sfc/apa/4064905393.html,37.789031,,Issy-les-Moulineaux,2021-09-15,2
5300.0,2,,/sfc/apa/4075086132.html,,,Suresnes,2022-01-01,3
3000.0,1,-122.42525,/sfc/apa/4075085907.html,37.796481,,Saint-Cloud,2022-01-02,4
4295.0,3,-122.465632,/sfc/apa/4075076940.html,37.784853,,Paris,2022-06-09,5
2195.0,,-122.421404,/sfc/apa/4051863960.html,37.794144,,Lyon,2022-05-14,6
2950.0,1,-122.388779,/sfc/apa/4075061548.html,37.786899,,Annecy,2022-09-15,7
5850.0,2,-122.39028,/sfc/apa/4068801820.html,37.788104,1200.0,Boulogne-Billancourt,2021-07-16,8
4950.0,3,-122.470543,/sfc/apa/4061063343.html,37.777737,1700.0,Aix-en-Provence,2021-12-04,9
3500.0,2,-122.4383,/sfc/apa/4021539188.html,37.745,,Bordeaux,2021-08-30,10
4200.0,2,-122.427167,/sfc/apa/4068291335.html,37.74367,940.0,Nice,2021-05-29,11
2657.0,583,-122.417182,/sfc/apa/4073999719.html,37.776287,583.0,Cannes,2021-11-05,12
4200.0,2,-122.400409,/sfc/apa/4045974588.html,37.775261,,Saint-Tropez,2021-09-15,13
2500.0,1,,/sfc/apa/4065649320.html,,500.0,Versailles,2022-01-01,14
3374.0,1,,/sfc/apa/4073943803.html,,787.0,Levallois-Perret,2022-01-02,15
4365.0,2,-122.445159,/sfc/apa/4063474645.html,37.765931,1500.0,Saint-Jean-Cap-Ferrat,2022-06-09,16
2300.0,3,,/sfc/apa/4074032819.html,,1500.0,Neuilly-sur-Seine,2022-05-14,17
2350.0,1,,/sfc/apa/4074029999.html,,750.0,Ramatuelle,2022-09-15,18
3574.0,1,-122.396669,/sfc/apa/4074022850.html,37.773167,880.0,Saint-Mandé,2021-07-16,19
3500.0,4,-122.460787,/sfc/apa/4074022735.html,37.726066,1850.0,Vincennes,2021-12-04,20
3055.0,1,-122.3971,/sfc/apa/4075941985.html,37.7621,,Issy-les-Moulineaux,2021-08-30,1
3300.0,1,-122.421668,/sfc/apa/4065317163.html,37.774179,667.0,Suresnes,2021-05-29,2
3845.0,2,-122.429014,/sfc/apa/4075878860.html,37.788539,1077.0,Saint-Cloud,2021-11-05,3
3500.0,2,-122.431794,/sfc/apa/4075933007.html,37.750628,1000.0,Paris,2021-09-15,4
2195.0,1,-122.415999,/sfc/apa/4075905661.html,37.784087,,Lyon,2022-01-01,5
3300.0,1,-122.41447,/sfc/apa/4075929628.html,37.793223,,Annecy,2022-01-02,6
1725.0,,-122.412827,/sfc/apa/4075861147.html,37.785087,,Boulogne-Billancourt,2022-06-09,7
3400.0,1,,/sfc/apa/4075913912.html,,680.0,Aix-en-Provence,2022-05-14,8
2900.0,2,-122.437423,/sfc/apa/4075922054.html,37.773133,800.0,Bordeaux,2022-09-15,9
1895.0,,-122.414548,/sfc/apa/4075772010.html,37.788469,,Nice,2021-07-16,10
3195.0,1,,/sfc/apa/4075704626.html,,,Cannes,2021-12-04,11
1495.0,500,-122.4167,/sfc/apa/4075512151.html,37.7813,500.0,Saint-Tropez,2021-08-30,12
2800.0,1,-122.442126,/sfc/apa/4075501370.html,37.80485,,Versailles,2021-05-29,13
2990.0,3,,/sfc/apa/4065163332.html,,,Levallois-Perret,2021-11-05,14
2499.0,2,,/sfc/apa/4065155534.html,,970.0,Saint-Jean-Cap-Ferrat,2021-09-15,15
3190.0,2,,/sfc/apa/4069739714.html,,1087.0,Neuilly-sur-Seine,2022-01-01,16
1650.0,365,-122.414603,/sfc/apa/4075485960.html,37.785928,365.0,Ramatuelle,2022-01-02,17
9000.0,2,-122.403431,/sfc/apa/4075485709.html,37.787642,,Saint-Mandé,2022-06-09,18
2709.0,1,,/sfc/apa/4064925431.html,,,Vincennes,2022-05-14,19
2799.0,1,,/sfc/apa/4029272426.html,,,Issy-les-Moulineaux,2022-09-15,20
2684.0,1,,/sfc/apa/4058684584.html,,,Suresnes,2021-07-16,1
2684.0,,,/sfc/apa/4060589874.html,,,Saint-Cloud,2021-12-04,2
2200.0,370,-122.25,/sfc/apa/4073678915.html,37.5,370.0,Paris,2021-08-30,3
4495.0,2,-122.443223,/sfc/apa/4012705894.html,37.801838,1250.0,Lyon,2021-05-29,4
5200.0,3,-122.456145,/sfc/apa/4073671546.html,37.722762,1500.0,Annecy,2021-11-05,5
2875.0,1,-122.470727,/sfc/apa/4073568349.html,37.765739,644.0,Boulogne-Billancourt,2021-09-15,6
3500.0,2,-122.412355,/sfc/apa/4063656010.html,37.801197,,Aix-en-Provence,2022-01-01,7
7498.0,3,-122.41236,/sfc/apa/4027312538.html,37.801216,,Bordeaux,2022-01-02,8
2950.0,3,-122.479687,/sfc/apa/4073662749.html,37.754099,,Nice,2022-06-09,9
3395.0,1,-122.432681,/sfc/apa/4073659688.html,37.78317,660.0,Cannes,2022-05-14,10
3374.0,1,,/sfc/apa/4073590379.html,,748.0,Saint-Tropez,2022-09-15,11
1999.0,1,,/sfc/apa/4073438056.html,,,Versailles,2021-07-16,12
9000.0,3,,/sfc/apa/4052474702.html,,3200.0,Levallois-Perret,2021-12-04,13
3500.0,1,,/sfc/apa/4073477027.html,,807.0,Saint-Jean-Cap-Ferrat,2021-08-30,14
3800.0,2,-122.410745,/sfc/apa/4069073325.html,37.754309,1200.0,Neuilly-sur-Seine,2021-05-29,15
2999.0,1,-122.43014,/sfc/apa/4058283776.html,37.793934,,Ramatuelle,2021-11-05,16
4600.0,2,,/sfc/apa/4073368480.html,,1137.0,Saint-Mandé,2021-09-15,17
4500.0,3,-122.395188,/sfc/apa/4073423641.html,37.75874,,Vincennes,2022-01-01,18
2761.0,557,-122.435696,/sfc/apa/4073426072.html,37.784961,557.0,Issy-les-Moulineaux,2022-01-02,19
4800.0,1,-122.429447,/sfc/apa/4073448740.html,37.792217,1100.0,Suresnes,2022-06-09,20
6500.0,2,-122.429313,/sfc/apa/4043914073.html,37.792234,1400.0,Saint-Cloud,2022-05-14,1
1595.0,,,/sfc/apa/4047685659.html,,,Paris,2022-09-15,2
2995.0,3,-122.507079,/sfc/apa/4063920835.html,37.761516,,Lyon,2021-07-16,3
8000.0,5,-122.42011,/sfc/apa/4057101409.html,37.796095,,Annecy,2021-12-04,4
2395.0,3,,/sby/apa/4063165624.html,,,Boulogne-Billancourt,2021-08-30,5
1998.0,3,-121.972954,/sby/apa/4046588300.html,37.4272,,Aix-en-Provence,2021-05-29,6
1985.0,2,,/sby/apa/4063166389.html,,,Bordeaux,2021-11-05,7
2795.0,2,,/sby/apa/4075795241.html,,1140.0,Nice,2021-09-15,8
3690.0,3,-122.00757,/sby/apa/4066396488.html,37.338241,1600.0,Cannes,2022-01-01,9
1095.0,1,-121.900624,/sby/apa/4033704488.html,37.366681,,Saint-Tropez,2022-01-02,10
1845.0,1,,/sby/apa/4075641182.html,,700.0,Versailles,2022-06-09,11
1937.0,,-121.920261,/sby/apa/4075789834.html,37.398324,,Levallois-Perret,2022-05-14,12
2625.0,2,-122.069076,/sby/apa/4075789661.html,37.326164,1050.0,Saint-Jean-Cap-Ferrat,2022-09-15,13
1795.0,2,-121.827049,/sby/apa/4065039858.html,37.255336,959.0,Neuilly-sur-Seine,2021-07-16,14
2315.0,1,,/sby/apa/4075783495.html,,810.0,Ramatuelle,2021-12-04,15
2145.0,2,-122.060616,/sby/apa/4075928477.html,37.376688,874.0,Saint-Mandé,2021-08-30,16
2023.0,1,,/sby/apa/4075894399.html,,737.0,Vincennes,2021-05-29,17
2801.0,2,-121.910966,/sby/apa/4075862834.html,37.316841,1173.0,Issy-les-Moulineaux,2021-11-05,18
2675.0,2,,/sby/apa/4075922502.html,,852.0,Suresnes,2021-09-15,19
3219.0,2,,/sby/apa/4075904346.html,,1412.0,Saint-Cloud,2022-01-01,20
2007.0,1,-121.891165,/sby/apa/4075810540.html,37.351311,737.0,Paris,2022-01-02,1
3400.0,2,,/sby/apa/4064647045.html,,850.0,Lyon,2022-06-09,2
2440.0,1,,/sby/apa/4075920074.html,,823.0,Annecy,2022-05-14,3
3235.0,2,,/sby/apa/4075918413.html,,1016.0,Boulogne-Billancourt,2022-09-15,4
3882.0,2,-122.085794,/sby/apa/4075917700.html,37.389801,1176.0,Aix-en-Provence,2021-07-16,5
2495.0,3,-121.818362,/sby/apa/4075897480.html,37.275642,1312.0,Bordeaux,2021-12-04,6
1650.0,2,-121.826362,/sby/apa/4058716768.html,37.253678,903.0,Nice,2021-08-30,7
2628.0,2,,/sby/apa/4076328983.html,,,Cannes,2021-05-29,8
1525.0,1,-121.958199,/sby/apa/4076332277.html,37.269323,672.0,Saint-Tropez,2021-11-05,9
2500.0,3,,/sby/apa/4039178444.html,,1300.0,Versailles,2021-09-15,10
3495.0,4,,/sby/apa/4076343999.html,,,Levallois-Perret,2022-01-01,11
1992.0,2,-121.881552,/sby/apa/4076284948.html,37.402886,983.0,Saint-Jean-Cap-Ferrat,2022-01-02,12
2499.0,3,,/sby/apa/4076340199.html,,1232.0,Neuilly-sur-Seine,2022-06-09,13
1995.0,2,-122.03322,/sby/apa/4076313695.html,37.351809,,Ramatuelle,2022-05-14,14
2350.0,2,,/sby/apa/4076330862.html,,966.0,Saint-Mandé,2022-09-15,15
1875.0,1,,/sby/apa/4076303285.html,,,Vincennes,2021-07-16,16
3000.0,5,-121.586753,/sby/apa/4054409372.html,37.025047,3002.0,Issy-les-Moulineaux,2021-12-04,17
3350.0,3,-121.890934,/sby/apa/4060758477.html,37.351949,1934.0,Suresnes,2021-08-30,18
3700.0,3,,/sby/apa/4076153088.html,,1500.0,Saint-Cloud,2021-05-29,19
1850.0,2,,/sby/apa/4076115425.html,,913.0,Paris,2021-11-05,20
2725.0,3,-121.765542,/sby/apa/4076146184.html,37.23387,1180.0,Lyon,2021-09-15,1
1867.0,1,-122.024052,/sby/apa/4076145345.html,37.366542,,Annecy,2022-01-01,2
2750.0,4,,/sby/apa/4076116644.html,,1681.0,Boulogne-Billancourt,2022-01-02,3
1395.0,1,-122.066989,/sby/apa/4076141602.html,37.382383,650.0,Aix-en-Provence,2022-06-09,4
1725.0,1,-122.092779,/sby/apa/4076139835.html,37.400765,700.0,Bordeaux,2022-05-14,5
1765.0,1,,/sby/apa/4076113453.html,,,Nice,2022-09-15,6
1968.0,1,-122.038193,/sby/apa/4076119691.html,37.332699,,Cannes,2021-07-16,7
1875.0,2,-121.881369,/sby/apa/4076510433.html,37.42739,820.0,Saint-Tropez,2021-12-04,8
3500.0,4,-121.65439,/sby/apa/4076533956.html,37.1305,2563.0,Versailles,2021-08-30,9
2186.0,3,,/sby/apa/4076533119.html,,1235.0,Levallois-Perret,2021-05-29,10
3500.0,4,-121.65439,/sby/apa/4076530919.html,37.1305,2563.0,Saint-Jean-Cap-Ferrat,2021-11-05,11
2664.0,2,-121.938157,/sby/apa/4076485325.html,37.412744,983.0,Neuilly-sur-Seine,2021-09-15,12
2050.0,2,-121.805013,/sby/apa/4076528712.html,37.311843,978.0,Ramatuelle,2022-01-01,13
3219.0,3,-122.02357,/sby/apa/4076525732.html,37.322542,1212.0,Saint-Mandé,2022-01-02,14
2295.0,1,-122.032516,/sby/apa/4076502875.html,37.322642,850.0,Vincennes,2022-06-09,15
2898.0,3,-122.050428,/sby/apa/4076499695.html,37.359338,,Issy-les-Moulineaux,2022-05-14,16
2435.0,2,-122.040687,/sby/apa/4076521407.html,37.383033,915.0,Suresnes,2022-09-15,17
2300.0,2,-121.880311,/sby/apa/4035575245.html,37.384728,900.0,Saint-Cloud,2021-07-16,18
1895.0,1,-122.119367,/sby/apa/4076875525.html,37.410511,740.0,Paris,2021-12-04,19
2500.0,3,,/sby/apa/4063361586.html,,1125.0,Lyon,2021-08-30,20
3300.0,4,-121.836298,/sby/apa/4048164285.html,37.395852,3600.0,Annecy,2021-05-29,1
2500.0,3,,/sby/apa/4076860204.html,,1280.0,Boulogne-Billancourt,2021-11-05,2
2145.0,2,-121.842027,/sby/apa/4076859306.html,37.275163,1440.0,Aix-en-Provence,2021-09-15,3
,2,-121.938767,/sby/apa/4065574978.html,37.316042,,Bordeaux,2022-01-01,4
1400.0,1,-121.922966,/sby/apa/4076835238.html,37.274743,,Nice,2022-01-02,5
1300.0,1,,/sby/apa/4076836546.html,,,Cannes,2022-06-09,6
1525.0,1,,/sby/apa/4076815151.html,,648.0,Saint-Tropez,2022-05-14,7
3800.0,4,-122.0002,/sby/apa/4076815851.html,37.3066,1800.0,Versailles,2022-09-15,8
1522.0,1,-121.831163,/sby/apa/4075651239.html,37.266543,722.0,Levallois-Perret,2021-07-16,9
2975.0,2,-121.986179,/sby/apa/4026816690.html,37.22592,1100.0,Saint-Jean-Cap-Ferrat,2021-12-04,10
2750.0,4,-121.785562,/sby/apa/4071196922.html,37.308041,1803.0,Neuilly-sur-Seine,2021-08-30,11
1595.0,2,,/sby/apa/4075667202.html,,,Ramatuelle,2021-05-29,12
1700.0,2,-121.849007,/sby/apa/4075624904.html,37.374505,984.0,Saint-Mandé,2021-11-05,13
2134.0,1,-122.05744,/sby/apa/4075666395.html,37.370164,767.0,Vincennes,2021-09-15,14
2145.0,1,-121.923016,/sby/apa/4075645949.html,37.309312,860.0,Issy-les-Moulineaux,2022-01-01,15
1833.0,1,-122.031478,/sby/apa/4075657433.html,37.358888,,Suresnes,2022-01-02,16
1949.0,2,,/sby/apa/4075656377.html,,950.0,Saint-Cloud,2022-06-09,17
1300.0,400,,/sby/apa/4075589071.html,,400.0,Paris,2022-05-14,18
1995.0,2,,/sby/apa/4075650501.html,,1200.0,Lyon,2022-09-15,19
1950.0,490,,/sfc/apa/4076617743.html,,490.0,Annecy,2021-07-16,20
3374.0,1,,/sfc/apa/4076581795.html,,748.0,Boulogne-Billancourt,2021-12-04,1
2595.0,1,-122.407395,/sfc/apa/4076581892.html,37.799704,,Aix-en-Provence,2021-08-30,2
2897.0,625,-122.435653,/sfc/apa/4076569509.html,37.784995,625.0,Bordeaux,2021-05-29,3
1750.0,,,/sfc/apa/4051222527.html,,,Nice,2021-11-05,4
4100.0,2,,/sfc/apa/4063784196.html,,,Cannes,2021-09-15,5
4350.0,3,,/sfc/apa/4048742436.html,,,Saint-Tropez,2022-01-01,6
6950.0,2,,/sfc/apa/4059366939.html,,,Versailles,2022-01-02,7
4300.0,1,,/sfc/apa/4059354424.html,,,Levallois-Perret,2022-06-09,8
3300.0,3,-122.438679,/sfc/apa/4076560826.html,37.776074,,Saint-Jean-Cap-Ferrat,2022-05-14,9
4295.0,2,-122.406876,/sfc/apa/4054893699.html,37.775976,,Neuilly-sur-Seine,2022-09-15,10
2255.0,500,,/sfc/apa/4075652657.html,,500.0,Ramatuelle,2021-07-16,11
1895.0,1,-122.452947,/sfc/apa/4075646492.html,37.766374,,Saint-Mandé,2021-12-04,12
7000.0,3,-122.434558,/sfc/apa/4042566874.html,37.792472,2400.0,Vincennes,2021-08-30,13
3350.0,1,-122.396062,/sfc/apa/4075600917.html,37.773647,,Issy-les-Moulineaux,2021-05-29,14
3500.0,1,,/sfc/apa/4043434661.html,,,Suresnes,2021-11-05,15
8450.0,2,-122.442555,/sfc/apa/4043372454.html,37.748622,1862.0,Saint-Cloud,2021-09-15,16
2290.0,500,-122.413799,/sfc/apa/4075679499.html,37.786649,500.0,Paris,2022-01-01,17
4795.0,3,,/sfc/apa/4075516330.html,,,Lyon,2022-01-02,18
2075.0,,-122.420355,/sfc/apa/4050283392.html,37.797298,,Annecy,2022-06-09,19
3500.0,2,-122.458802,/sfc/apa/4036436711.html,37.780393,,Boulogne-Billancourt,2022-05-14,20
2695.0,1,,/sfc/apa/4074332903.html,,,Aix-en-Provence,2022-09-15,1
3489.0,3,-122.485857,/sfc/apa/4068228355.html,37.750085,,Bordeaux,2021-07-16,2
2360.0,1,,/sfc/apa/4074303779.html,,804.0,Nice,2021-12-04,3
2650.0,2,-122.48166,/sfc/apa/4074405804.html,37.78216,,Cannes,2021-08-30,4
4000.0,4,-122.500803,/sfc/apa/4069506308.html,37.77935,,Saint-Tropez,2021-05-29,5
3210.0,3,,/sfc/apa/4074384571.html,,840.0,Versailles,2021-11-05,6
3200.0,2,,/sfc/apa/4074375033.html,,,Levallois-Perret,2021-09-15,7
3054.0,1,-122.396669,/sfc/apa/4074375827.html,37.773167,535.0,Saint-Jean-Cap-Ferrat,2022-01-01,8
3274.0,1,,/sfc/apa/4074317185.html,,736.0,Neuilly-sur-Seine,2022-01-02,9
5500.0,2,-122.414648,/sfc/apa/4074352982.html,37.79411,720.0,Ramatuelle,2022-06-09,10
2720.0,1,-122.46193,/sfc/apa/4074344398.html,37.757229,,Saint-Mandé,2022-05-14,11
2895.0,1,-122.427692,/sfc/apa/4076234087.html,37.789625,,Vincennes,2022-09-15,12
2490.0,1,-122.420019,/sfc/apa/4061808908.html,37.745389,565.0,Issy-les-Moulineaux,2021-07-16,13
2386.0,1,-122.463067,/sfc/apa/4076232566.html,37.757934,,Suresnes,2021-12-04,14
6140.0,3,,/sfc/apa/4076211745.html,,1513.0,Saint-Cloud,2021-08-30,15
3500.0,2,-122.458802,/sfc/apa/4076215862.html,37.780393,1500.0,Paris,2021-05-29,16
4999.0,3,,/sfc/apa/4076192750.html,,1350.0,Lyon,2021-11-05,17
1845.0,,-122.415999,/sfc/apa/4048335487.html,37.784087,,Annecy,2021-09-15,18
1845.0,1,-122.418741,/sfc/apa/4048468434.html,37.785061,,Boulogne-Billancourt,2022-01-01,19
1395.0,,-122.418728,/sfc/apa/4076213900.html,37.78602,,Aix-en-Provence,2022-01-02,20
3398.0,1,-122.389927,/sfc/apa/4076161980.html,37.77392,644.0,Bordeaux,2022-06-09,1
3796.0,2,,/sfc/apa/4076189465.html,,,Nice,2022-05-14,2
6950.0,4,-122.469406,/sfc/apa/4061041975.html,37.778093,2050.0,Cannes,2022-09-15,3
16000.0,5,-122.4892,/sfc/apa/4061650124.html,37.7786,,Saint-Tropez,2021-07-16,4
10000.0,,,/sfc/apa/4018848774.html,,,Versailles,2021-12-04,5
4200.0,2,-122.41056,/sfc/apa/4074843223.html,37.795533,1087.0,Levallois-Perret,2021-08-30,6
5095.0,4,-122.48896,/sfc/apa/4074781575.html,37.776097,,Saint-Jean-Cap-Ferrat,2021-05-29,7
4700.0,2,-122.396536,/sfc/apa/4074800022.html,37.778245,1300.0,Neuilly-sur-Seine,2021-11-05,8
1925.0,1,-122.417529,/sfc/apa/4074787649.html,37.783311,,Ramatuelle,2021-09-15,9
3200.0,1,-122.40407,/sfc/apa/4065174785.html,37.777273,,Saint-Mandé,2022-01-01,10
750.0,,,/sfc/apa/4065833802.html,,,Vincennes,2022-01-02,11
4700.0,4,-122.438171,/sfc/apa/4060802988.html,37.712288,,Issy-les-Moulineaux,2022-06-09,12
1995.0,,,/sfc/apa/4073974688.html,,,Suresnes,2022-05-14,13
2506.0,476,-122.417182,/sfc/apa/4073856852.html,37.776287,476.0,Saint-Cloud,2022-09-15,14
3800.0,2,-122.436318,/sfc/apa/4073986411.html,37.776138,866.0,Paris,2021-07-16,15
2775.0,1,,/sfc/apa/4073986017.html,,,Lyon,2021-12-04,16
5000.0,1,-122.396382,/sfc/apa/4073900168.html,37.780894,1600.0,Annecy,2021-08-30,17
5095.0,4,-122.48896,/sfc/apa/4073692303.html,37.776097,,Boulogne-Billancourt,2021-05-29,18
3495.0,1,-122.465774,/sfc/apa/4060321757.html,37.786827,,Aix-en-Provence,2021-11-05,19
7498.0,3,-122.41236,/sfc/apa/4073780793.html,37.801216,,Bordeaux,2021-09-15,20
8745.0,3,-122.429331,/sfc/apa/4073908651.html,37.791644,1800.0,Nice,2022-01-01,1
3695.0,2,,/sfc/apa/4073936433.html,,1706.0,Cannes,2022-01-02,2
4750.0,2,-122.424603,/sfc/apa/4051172110.html,37.785724,,Saint-Tropez,2022-06-09,3
3200.0,2,-122.4153,/sfc/apa/4073846985.html,37.7509,,Versailles,2022-05-14,4
3695.0,2,-122.424538,/sfc/apa/4075919637.html,37.801304,,Levallois-Perret,2022-09-15,5
2315.0,595,,/sfc/apa/4075889603.html,,595.0,Saint-Jean-Cap-Ferrat,2021-07-16,6
1975.0,,,/sfc/apa/4075734457.html,,,Neuilly-sur-Seine,2021-12-04,7
1745.0,,-122.415999,/sfc/apa/4075881460.html,37.784087,,Ramatuelle,2021-08-30,8
2175.0,,-122.437072,/sfc/apa/4075701849.html,37.779867,,Saint-Mandé,2021-05-29,9
3675.0,2,-122.416257,/sfc/apa/4075907370.html,37.788251,929.0,Vincennes,2021-11-05,10
2250.0,409,,/sfc/apa/4075849977.html,,409.0,Issy-les-Moulineaux,2021-09-15,11
5995.0,2,-122.415572,/sfc/apa/4075906050.html,37.79868,1200.0,Suresnes,2022-01-01,12
2850.0,1,-122.414681,/sfc/apa/4070952103.html,37.802621,,Saint-Cloud,2022-01-02,13
3995.0,2,-122.419195,/sfc/apa/4075808172.html,37.794983,,Paris,2022-06-09,14
3398.0,2,-122.462754,/sfc/apa/4066215473.html,37.774243,,Lyon,2022-05-14,15
5500.0,2,-122.388779,/sfc/apa/4075479648.html,37.786899,,Annecy,2022-09-15,16
5450.0,2,,/sfc/apa/4065135014.html,,1500.0,Boulogne-Billancourt,2021-07-16,17
3995.0,1,-122.437138,/sfc/apa/4075472970.html,37.796879,,Aix-en-Provence,2021-12-04,18
8750.0,2,-122.40149,/sfc/apa/4075467627.html,37.785829,,Bordeaux,2021-08-30,19
9500.0,2,-122.41942,/sfc/apa/4075461332.html,37.77493,,Nice,2021-05-29,20
6500.0,2,-122.443035,/sfc/apa/4075453220.html,37.800908,,Cannes,2021-11-05,1
1500.0,1,,/sfc/apa/4075422940.html,,,Saint-Tropez,2021-09-15,2
3650.0,2,,/sfc/apa/4066403784.html,,,Versailles,2022-01-01,3
2300.0,,-122.422743,/sfc/apa/4065888046.html,37.763707,,Levallois-Perret,2022-01-02,4
3650.0,2,,/sfc/apa/4066399821.html,,,Saint-Jean-Cap-Ferrat,2022-06-09,5
3495.0,1,,/sfc/apa/4075430384.html,,826.0,Neuilly-sur-Seine,2022-05-14,6
4700.0,1,-122.432048,/sfc/apa/4052467821.html,37.794661,,Ramatuelle,2022-09-15,7
8000.0,3,-122.426335,/sfc/apa/4060972078.html,37.793517,1800.0,Saint-Mandé,2021-07-16,8
2400.0,550,-122.433786,/sfc/apa/4038003428.html,37.793508,550.0,Vincennes,2021-12-04,9
9950.0,3,-122.436147,/sfc/apa/4024785317.html,37.804698,2800.0,Issy-les-Moulineaux,2021-08-30,10
4125.0,2,-122.424858,/sfc/apa/4073578370.html,37.786196,1198.0,Suresnes,2021-05-29,11
2610.0,569,-122.432681,/sfc/apa/4073634466.html,37.78317,569.0,Saint-Cloud,2021-11-05,12
6500.0,1,-122.415572,/sfc/apa/4065761399.html,37.79868,,Paris,2021-09-15,13
2150.0,,-122.413034,/sfc/apa/4073625207.html,37.777555,,Lyon,2022-01-01,14
3685.0,2,-122.416257,/sfc/apa/4073583794.html,37.788251,929.0,Annecy,2022-01-02,15
3850.0,4,-122.4537,/sfc/apa/4073596744.html,37.716109,1250.0,Boulogne-Billancourt,2022-06-09,16
4100.0,2,-122.474383,/sfc/apa/4073551596.html,37.786238,1500.0,Aix-en-Provence,2022-05-14,17
5400.0,2,-122.442307,/sfc/apa/4057063914.html,37.759614,,Bordeaux,2022-09-15,18
3350.0,1,,/sfc/apa/4073374099.html,,698.0,Nice,2021-07-16,19
2250.0,1,-122.419435,/sfc/apa/4073449424.html,37.748962,650.0,Cannes,2021-12-04,20
3250.0,2,-122.449517,/sfc/apa/4073424184.html,37.77446,800.0,Saint-Tropez,2021-08-30,1
3495.0,2,-122.424518,/sfc/apa/4073446648.html,37.792841,,Versailles,2021-05-29,2
2666.0,476,,/sfc/apa/4073384725.html,,476.0,Levallois-Perret,2021-11-05,3
11500.0,3,,/sfc/apa/4068016015.html,,,Saint-Jean-Cap-Ferrat,2021-09-15,4
3000.0,1,,/sfc/apa/4068034684.html,,,Neuilly-sur-Seine,2022-01-01,5
7950.0,3,,/sfc/apa/4067996900.html,,,Ramatuelle,2022-01-02,6
3590.0,4,-122.4892,/sfc/apa/4073420977.html,37.7786,,Saint-Mandé,2022-06-09,7
3700.0,2,-122.435957,/sfc/apa/4073387840.html,37.759223,,Vincennes,2022-05-14,8
2650.0,1,-122.034683,/sby/apa/4075782422.html,37.368445,736.0,Issy-les-Moulineaux,2022-09-15,9
1872.0,1,,/sby/apa/4075719855.html,,731.0,Suresnes,2021-07-16,10
2246.0,2,,/sby/apa/4075779347.html,,910.0,Saint-Cloud,2021-12-04,11
2754.0,2,-122.014171,/sby/apa/4075757699.html,37.370241,1100.0,Paris,2021-08-30,12
2602.0,2,-122.014171,/sby/apa/4075775728.html,37.370241,925.0,Lyon,2021-05-29,13
2390.0,3,,/sby/apa/4075708072.html,,1359.0,Annecy,2021-11-05,14
2112.0,1,-121.94053,/sby/apa/4075771647.html,37.337745,700.0,Boulogne-Billancourt,2021-09-15,15
2020.0,2,-121.92843,/sby/apa/4075750583.html,37.30076,890.0,Aix-en-Provence,2022-01-01,16
1930.0,1,-121.973133,/sby/apa/4075773410.html,37.318895,825.0,Bordeaux,2022-01-02,17
3195.0,2,,/sby/apa/4075601730.html,,1065.0,Nice,2022-06-09,18
2364.0,2,-121.856789,/sby/apa/4075731965.html,37.247659,1064.0,Cannes,2022-05-14,19
3006.0,2,-122.015705,/sby/apa/4075911359.html,37.334132,1197.0,Saint-Tropez,2022-09-15,20
4168.0,3,-121.910966,/sby/apa/4075857315.html,37.316841,1610.0,Versailles,2021-07-16,1
3200.0,2,-121.984935,/sby/apa/4062769592.html,37.228124,1300.0,Levallois-Perret,2021-12-04,2
2984.0,2,-122.085794,/sby/apa/4075907973.html,37.389801,965.0,Saint-Jean-Cap-Ferrat,2021-08-30,3
